AChBP,Ca22,a3b4,Na12,a3b2,a7,a9a10,a4b2,Train
58.584173913043394,55.036971153846025,68.20189655172409,55.885547445255455,64.34680327868851,56.9,71.35728682170534,59.86473333333329,70.82690265
56.11871794871796,52.59145299145298,51.527477477477525,54.02634328358203,64.33436507936509,66.9504444444444,57.58330827067673,88.11855263157891,75.65597122
61.05945454545458,44.71025252525253,54.22366666666671,53.67915966386554,58.52586206896558,66.60870967741934,55.30873015873023,56.38493589743594,72.47596639
63.768110236220515,71.02931034482769,65.33117117117109,56.06545454545461,63.49442622950817,74.52385542168669,59.370652173913044,47.596558441558415,74.44862903
58.09088235294121,42.82858490566034,58.38490909090914,48.66214876033067,60.69410852713168,61.539764705882334,55.637629629629565,73.72793103448262,77.47955128
61.24059322033901,42.22751219512194,56.77658536585369,56.833712121212045,54.256806722689035,63.45516129032249,58.515564516129054,52.586081871345044,85.75420635
53.99849206349214,48.745283018867966,54.63787037037044,52.157014925373126,61.40090163934426,58.12264367816101,69.91834710743801,53.44551470588236,69.18141593
55.60653225806449,46.20677884615389,68.67480769230767,57.6440310077519,58.33134328358208,65.4562637362638,67.68118644067802,58.24886524822693,65.48688742
52.9338333333334,77.01439613526561,54.77672566371679,52.25147540983608,53.98254545454543,59.99670731707319,56.349756097561,60.72768211920534,59.19666667
54.51240310077511,55.628910891089106,52.19258928571428,55.48070866141725,61.28636363636367,67.14820224719097,64.47083969465652,59.8809433962264,65.39690678
66.48605769230765,67.55514999999995,54.05663793103452,52.31119658119657,54.38161016949154,63.94766666666666,59.86577586206894,55.07872483221475,75.725
62.6803448275862,46.65747524752466,54.54015624999996,54.76261538461536,54.11261904761902,61.8348936170213,56.499253731343266,54.24948717948724,61.17283898
55.67043859649125,64.87045000000005,58.71229357798167,58.14074074074073,54.11952755905508,56.19159574468085,60.93908396946566,61.37064516129042,68.81503067
59.83191666666675,48.30858536585365,56.5293162393162,58.644090909090835,56.341864406779614,58.39860759493672,65.07250000000003,53.11753424657531,74.50778571
60.464251968504,49.1370531400966,58.22318181818178,50.617971014492745,62.87776859504131,58.124567901234535,55.149119999999996,63.4779738562091,69.69909091
83.48575999999984,42.27504999999993,60.96435185185179,60.47365671641794,60.30810344827587,56.02683544303802,65.94034482758627,53.5865333333333,84.53713043
58.198642857142815,53.37733644859808,58.548411214953326,50.37446808510641,53.54007352941172,59.667142857142835,63.44345132743361,60.972653061224534,80.68097345
58.73264462809914,50.05193693693696,57.215765765765696,56.14652892561982,62.30333333333329,62.03280898876402,54.464848484848524,51.96370129870136,71.12215517
53.581176470588176,44.71743455497386,57.63788990825691,57.83080645161286,52.85371681415921,67.56211111111118,56.041916666666644,51.450124223602515,80.73910448
68.57453781512608,41.29761421319796,59.98449541284401,55.47132231404956,75.47941666666671,79.56456521739133,55.79991803278694,51.16707792207782,69.78461988
58.32692857142858,52.4984931506849,54.15910714285716,54.734330708661474,56.314045801526646,64.78853932584269,90.98966666666661,49.70232394366197,71.36561404
61.37654545454543,43.1268000000001,55.876554621848776,53.655357142857156,54.23478260869567,67.96869047619046,57.31851562500001,47.89892617449672,59.82096
63.20848484848485,42.907524752475325,58.38752380952382,61.92153846153847,62.16966386554619,60.809101123595546,55.152941176470584,50.69668918918917,62.19452632
61.196956521739104,43.893627906976796,58.16172131147546,52.137964601769916,64.0310317460318,66.14964285714278,52.45999999999998,56.622756410256386,72.15375758
57.0436585365853,50.11009615384604,63.83309090909098,53.16096774193546,65.83461538461536,55.25726190476195,69.20007518797001,51.01025316455698,70.75090164
63.63326732673266,43.0892307692308,58.99679687500003,48.289327731092435,58.7679487179487,56.8742105263158,57.806428571428484,54.67115107913667,80.99705036
54.544044117647076,43.59365000000003,57.74938144329899,52.70525862068964,71.44372093023256,61.98557894736846,60.40205882352939,55.5256329113924,67.5009434
65.25677966101698,44.461333333333236,65.50184466019421,50.424666666666674,56.949837398374086,60.695647058823454,71.0143697478992,48.61594594594602,64.574375
