AChBP,Ca22,a3b4,Na12,a3b2,a7,a9a10,a4b2,Train
78.55753846153854,62.087884615384596,64.22086614173223,59.25200000000007,66.69477611940296,77.20801980198021,58.651259842519664,68.23808641975319,70.82690265
77.55749999999995,52.587411167512606,67.34017699115049,60.45352000000002,63.12418032786886,63.84288659793821,60.76376923076916,74.76773006134975,75.65597122
74.85252100840327,64.84640186915891,68.7843220338984,60.71427419354834,68.95588709677423,77.60449541284406,56.968709677419376,58.12636363636366,72.47596639
52.10226086956522,47.88221105527637,74.88333333333334,60.14213114754099,55.333166666666635,75.50560747663542,68.7179230769232,76.13404109589017,74.44862903
67.73008928571424,56.00059360730589,61.44400000000005,56.16078740157478,57.234126984126966,83.14533333333333,55.944173228346514,65.56859060402671,77.47955128
72.18032520325214,64.46578947368424,72.46111111111107,75.0395312500001,64.16874999999996,57.53584269662926,66.61078740157484,80.66510344827584,85.75420635
75.92892561983469,51.601352657004774,72.69834862385329,57.04822580645161,65.0653278688525,68.76197916666656,70.00700787401574,72.52942857142855,69.18141593
69.89594594594595,57.58224390243908,69.73718446601946,54.3694354838709,80.73168067226888,71.22749999999998,72.54904000000003,70.97537414965987,65.48688742
66.71793388429754,66.51722943722939,67.00836538461544,58.74016129032263,68.28586206896554,84.63320000000002,68.3346774193549,71.61797297297305,59.19666667
57.85754385964921,56.293853658536534,74.45296875000014,62.569758064516165,64.22430769230775,64.27894736842106,70.82145161290322,68.12944785276062,65.39690678
80.26327433628322,48.96449275362322,59.44930693069309,61.35080645161293,58.727899159663856,68.85828282828273,74.34480000000016,63.11547297297295,75.725
75.23862745098047,46.55958549222797,72.84949579831932,61.67904761904756,57.73846153846162,66.59255555555559,76.5811475409837,66.47234042553188,61.17283898
60.5399180327869,62.77575609756101,62.04442477876115,56.46703124999997,50.3147413793103,73.72704347826085,54.603529411764725,79.54689655172412,68.81503067
75.84592592592591,59.8440609137056,64.6024761904762,58.73820312499986,65.55465648854967,66.68861702127653,84.77131147540986,77.356170212766,74.50778571
70.97932203389834,51.097647058823554,74.13724137931037,63.436870229007646,57.90919354838712,62.7063636363637,66.55263157894736,63.03373239436627,69.69909091
66.08263157894737,54.47954314720811,70.97633027522934,64.85676691729329,59.3634426229508,65.14277777777781,64.7963120567376,69.36820987654306,84.53713043
69.50920353982299,51.18538461538453,70.77000000000004,63.466423357664326,52.972499999999954,63.889042553191544,56.26008000000001,78.69345323741014,80.68097345
87.10777777777764,47.94451776649747,71.1661467889908,62.83225563909779,76.48540540540542,70.82609195402297,62.59728682170549,66.9674324324324,71.12215517
84.23855932203395,46.199704433497594,72.07266666666669,58.16738461538458,68.10170731707309,67.32868131868133,72.7045864661654,77.17042253521143,80.73910448
63.53592592592589,59.99748878923766,58.013305785123954,63.81301587301597,60.44544715447143,70.53759615384615,63.65899280575533,70.30527777777773,69.78461988
58.63939130434781,68.75598214285708,62.250747663551365,58.04111940298503,75.31768595041322,59.0420408163266,68.8166923076923,74.26122448979584,71.36561404
69.13185567010319,53.36371859296474,73.22158878504679,57.757578125000045,52.771639344262205,57.236565656565645,61.575166666666746,65.76442176870752,59.82096
63.955438596491234,55.066008968609815,67.85051282051282,56.080583333333315,69.04247863247869,60.062666666666615,66.04360655737702,59.67575539568336,62.19452632
57.58849557522121,57.290585365853666,63.90873786407778,57.736106870229015,67.0013114754099,76.90336956521737,67.25953846153837,82.3711842105264,72.15375758
60.20835820895537,60.69178403755866,71.23641666666661,55.049523809523826,65.7326495726496,67.0995652173912,68.34676258992806,70.18790849673198,70.75090164
63.24893442622953,71.66715000000018,62.1907142857143,61.69382812500007,59.94672268907557,59.64321428571435,63.84919999999996,56.685633802816824,80.99705036
81.79155737704916,57.43528795811519,73.23204724409452,62.90801470588229,62.12325396825396,70.51623853211011,67.32255639097737,65.79992957746488,67.5009434
69.41386792452828,77.27623853211006,81.30018518518519,58.281769230769214,66.84220472440938,66.82065420560757,79.82944444444439,68.74111111111112,64.574375
52.03162393162399,51.893316831683215,88.04591666666668,54.60033057851239,67.62672131147538,76.70654205607485,61.45830882352936,56.86211267605629,47.53664596
77.24062500000001,59.310663265306154,68.50095652173918,60.87546874999996,69.05408000000003,65.84389473684213,66.69526717557248,78.06644295302019,84.54293478
56.84787037037041,83.69396039603984,67.61694214876039,56.21559322033908,69.59352459016405,71.89666666666659,54.784878048780506,73.03840277777778,64.78657895
73.19205128205121,60.53205128205129,64.07400000000005,56.800160000000034,63.933279999999954,77.252894736842,66.74169354838713,73.96911392405075,63.505
59.07525862068963,70.40969072164944,71.54574074074084,63.535317460317444,79.85752212389374,59.455392156862736,61.343157894736805,58.27986754966896,76.85513889
84.59625000000001,65.82033980582518,75.9248695652173,60.918320000000044,63.143439999999906,66.57563829787232,78.49388429752061,69.19490066225168,73.97245283
61.559107142857165,51.96388349514567,58.43848214285715,58.23086614173225,54.95054263565886,64.00137614678904,70.04191999999993,70.12183098591557,74.85542636
81.52959349593509,54.7989500000001,64.68572815533982,61.49448,60.07846774193538,64.88999999999999,78.01457364341096,74.43734693877549,83.77440678
